Unnamed: 0,id,host_id,host_is_superhost,host_listings_count,neighbourhood,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,review_scores_rating,price_normal
12208,28205596,213038809,0,2.0,21,8025,41.4073,2.16302,1,1,2,2.0,1.0,1.0,20.0,2,0,4,11,41,131,10,7,2.995732273553991
1903,3107793,4459553,0,206.0,6,8026,41.38,2.14849,1,0,6,2.0,3.0,6.0,350.0,2,0,14,23,23,23,4,5,5.857933154483459
4688,11685016,62075195,1,2.0,54,8005,41.40347,2.20724,1,0,4,1.0,2.0,3.0,95.0,1,0,2,12,24,299,67,7,4.553876891600541
14092,32118092,50345502,1,2.0,54,8019,41.40387,2.21364,1,0,6,2.5,3.0,4.0,270.0,3,0,5,19,41,79,8,7,5.598421958998375
8093,20011703,26586143,1,1.0,6,8037,41.39931,2.17028,1,1,2,1.0,1.0,1.0,80.0,7,0,8,22,30,121,22,7,4.382026634673881
4924,12682318,25922070,0,1.0,40,8014,41.38507,2.13311,1,1,2,1.0,1.0,1.0,22.0,3,0,20,45,68,68,38,7,3.091042453358316
6788,17628425,902253,1,5.0,54,8005,41.4007,2.19678,1,1,4,1.0,1.0,2.0,70.0,1,0,2,15,42,313,47,7,4.248495242049359
5879,15168913,3901019,0,20.0,57,8028,41.37246,2.12962,1,0,2,1.0,2.0,2.0,38.0,60,0,0,0,7,93,2,7,3.6375861597263857
9551,23035175,102947901,0,520.0,3,8002,41.38239,2.17143,1,0,7,2.0,3.0,5.0,150.0,1,0,0,13,19,220,32,7,5.010635294096256
75,186598,896690,1,1.0,19,8001,41.3818,2.16527,1,1,2,1.5,1.0,1.0,50.0,2,0,2,9,20,273,63,7,3.912023005428146
2346,4048710,2553762,1,2.0,57,8004,41.37295,2.15904,1,1,1,1.0,1.0,1.0,28.0,2,0,0,0,0,0,6,7,3.332204510175204
6449,16982503,48404460,1,1.0,32,8025,41.40921,2.1733,1,1,1,1.5,1.0,1.0,30.0,3,0,0,6,6,70,16,7,3.4011973816621555
8433,20800346,40364868,0,1.0,19,8001,41.38045,2.16793,1,1,2,1.0,2.0,2.0,60.0,3,0,24,54,84,84,14,7,4.0943445622221
8625,21271067,40853564,0,1.0,3,8003,41.38579,2.18334,1,0,6,1.0,2.0,3.0,195.0,3,0,2,8,11,264,0,8,5.272999558563747
4588,11350096,22076771,0,15.0,15,8002,41.37857,2.17901,1,0,4,1.0,2.0,3.0,50.0,31,0,6,29,31,303,3,7,3.912023005428146
18097,36336739,215665315,0,0.0,6,8015,41.37527,2.16585,24,1,2,1.0,1.0,1.0,32.0,2,0,5,5,5,5,0,8,3.4657359027997265
13412,30896761,230897349,0,1.0,33,8027,41.42131,2.18775,1,1,1,1.0,1.0,1.0,17.0,4,0,30,60,90,365,1,8,2.833213344056216
12961,29974426,3994718,0,12.0,3,8003,41.38753,2.17783,1,0,3,1.0,1.0,2.0,90.0,32,0,0,29,59,149,0,8,4.499809670330265
1013,1269243,136853,0,41.0,3,8001,41.3803,2.17218,1,0,10,2.0,4.0,7.0,110.0,1,0,2,4,18,241,13,6,4.700480365792417
12774,29629611,223030082,1,6.0,3,8001,41.3833,2.16484,1,1,2,1.0,2.0,2.0,31.0,30,0,2,2,17,292,0,8,3.4339872044851463
1554,2307905,2916484,0,1.0,16,8004,41.37355,2.15609,1,0,4,1.0,1.0,2.0,79.0,2,0,8,17,39,129,51,7,4.3694478524670215
5876,15157048,5677096,0,1.0,17,8005,41.40403,2.20347,1,1,2,2.0,1.0,1.0,48.0,1,0,0,0,0,0,0,7,3.871201010907891
8435,20807522,57935558,0,31.0,57,8014,41.37615,2.13707,1,0,5,2.5,3.0,4.0,92.0,1,0,16,32,54,73,6,5,4.5217885770490405
8978,21754157,4459553,0,206.0,6,8036,41.38992,2.15302,1,0,4,2.0,2.0,3.0,350.0,2,0,14,39,69,344,3,6,5.857933154483459
16852,35370973,266266969,1,8.0,50,8015,41.37569,2.15653,1,1,2,1.5,1.0,1.0,45.0,1,0,8,38,68,68,2,7,3.80666248977032
11261,26327417,2736874,0,19.0,6,8007,41.38607,2.16556,1,0,4,1.0,1.0,2.0,400.0,2,0,26,56,86,361,1,0,5.991464547107982
6199,16292600,15944590,1,2.0,6,8011,41.38607,2.16264,1,0,5,2.0,2.0,3.0,195.0,4,0,0,0,0,0,41,7,5.272999558563747
9172,22173326,47499138,0,3.0,50,8015,41.3768,2.16487,1,1,2,1.0,1.0,1.0,89.0,2,0,6,6,6,6,42,6,4.48863636973214
15603,34113876,257177543,0,2.0,19,8001,41.37995,2.1667,1,1,3,2.0,1.0,2.0,150.0,3,0,30,60,90,365,0,8,5.010635294096256
5697,14445127,88945259,0,1.0,6,8025,41.40556,2.17517,1,1,2,1.0,1.0,1.0,50.0,1,0,0,8,38,313,7,7,3.912023005428146
2942,5891589,30188564,0,2.0,57,8004,41.37392,2.16777,1,1,2,1.0,1.0,1.0,45.0,2,0,0,0,0,0,0,7,3.80666248977032
13851,31638708,214774673,0,22.0,16,8004,41.37218,2.17095,1,0,4,1.0,2.0,4.0,300.0,1,0,0,0,0,189,0,8,5.703782474656201
12998,30008376,1391607,0,101.0,16,8004,41.3743,2.16298,1,0,4,1.0,2.0,2.0,100.0,2,0,1,7,19,285,23,7,4.605170185988092
13900,31781604,4459553,0,206.0,24,8032,41.41853,2.15777,1,0,4,1.0,1.0,3.0,350.0,3,0,7,12,33,300,0,8,5.857933154483459
7384,18918157,128959838,0,49.0,54,8019,41.40806,2.21547,1,0,5,1.0,2.0,4.0,115.0,1,0,13,41,60,326,0,4,4.74493212836325
16586,35104102,71615,0,45.0,15,8002,41.38354,2.17453,1,0,2,1.0,1.0,1.0,60.0,32,0,30,60,90,365,0,8,4.0943445622221
1621,2435511,1363244,1,7.0,6,8007,41.38609,2.16665,1,1,2,1.0,1.0,1.0,55.0,2,0,15,15,15,15,11,7,4.007333185232471
5580,14172205,30547244,1,1.0,54,8005,41.40195,2.20887,1,1,2,1.0,1.0,1.0,44.0,3,0,0,0,0,0,10,7,3.784189633918261
10341,24407462,40730835,0,2.0,40,8028,41.37726,2.11757,1,1,2,1.0,1.0,1.0,25.0,5,0,0,0,0,0,1,7,3.218875824868201
9996,23725943,103404930,1,1.0,54,8005,41.39778,2.20062,1,1,2,1.0,1.0,1.0,40.0,2,0,1,1,1,58,65,7,3.688879454113936
7908,19733674,40533353,0,1.0,26,8003,41.3792,2.1908,1,1,1,1.0,1.0,1.0,23.0,1,0,10,38,68,338,16,6,3.1354942159291497
10290,24328986,1310304,0,21.0,21,8012,41.39958,2.1617,1,0,4,1.5,2.0,2.0,61.0,32,0,20,20,31,306,2,6,4.110873864173311
14698,32858385,7841349,0,1.0,4,8019,41.40941,2.21554,16,1,1,1.0,1.0,2.0,65.0,1,0,27,36,66,67,0,8,4.174387269895637
15877,34390875,126429941,0,1.0,50,8015,41.37541,2.16276,1,0,2,1.0,1.0,1.0,48.0,31,0,0,0,22,293,0,8,3.871201010907891
9552,23035188,102947901,0,520.0,19,8002,41.3812,2.17326,1,0,4,2.0,2.0,3.0,120.0,1,0,5,10,19,222,37,7,4.787491742782046
1049,1327003,663209,0,1.0,57,8004,41.37441,2.16238,1,0,4,1.0,3.0,4.0,70.0,2,0,0,0,0,190,0,6,4.248495242049359
14673,32825841,193618270,0,126.0,57,8028,41.37306,2.13101,1,0,6,1.0,2.0,4.0,255.0,3,0,21,51,81,262,5,7,5.541263545158426
6785,17615527,2262273,0,13.0,56,8003,41.38741,2.18081,1,0,4,1.0,1.0,2.0,90.0,32,0,0,0,0,251,0,7,4.499809670330265
12666,29406894,211653165,0,1.0,20,8018,41.3999,2.18821,24,1,3,3.0,1.0,3.0,65.0,31,0,29,59,89,270,0,8,4.174387269895637
14633,32779039,157746231,0,38.0,54,8018,41.4083,2.19173,1,0,6,1.0,4.0,4.0,65.0,32,0,0,0,30,305,0,8,4.174387269895637
17088,35600433,207410033,0,2.0,3,8003,41.38884,2.17712,1,0,2,1.0,1.0,1.0,150.0,1,0,0,0,29,29,1,4,5.010635294096256
18344,36514401,251296360,0,1.0,48,8027,41.41758,2.18503,1,1,2,1.0,1.0,1.0,39.0,2,0,21,51,76,77,0,8,3.6635616461296463
13932,31827015,238518568,0,2.0,57,8028,41.37788,2.1348,26,1,5,1.0,2.0,3.0,139.0,2,0,21,49,72,72,19,6,4.934473933130692
1610,2412835,3590196,1,21.0,59,8021,41.39465,2.14774,24,0,2,1.0,1.0,1.0,215.0,2,0,5,9,12,232,27,7,5.3706380281276624
3097,6442069,28388457,0,9.0,54,8005,41.39168,2.19133,1,0,6,1.0,2.0,4.0,500.0,4,0,13,37,62,147,12,6,6.214608098422191
14042,32044716,1414702,0,22.0,57,8028,41.37596,2.12357,1,1,1,1.0,1.0,1.0,16.0,60,0,0,8,38,313,0,8,2.772588722239781
2416,4349376,3590196,1,21.0,5,8007,41.38752,2.16612,24,0,4,3.0,2.0,3.0,395.0,2,0,6,22,39,227,8,7,5.978885764901122
14608,32736149,193618270,0,126.0,57,8014,41.37525,2.14529,1,0,4,1.0,1.0,2.0,95.0,3,0,28,58,88,268,3,7,4.553876891600541
2018,3322110,16773140,0,2.0,19,8001,41.3784,2.16607,1,1,2,1.0,1.0,1.0,45.0,1,0,11,39,62,192,38,7,3.80666248977032
2972,5997463,13709789,0,1.0,44,8031,41.43068,2.16581,1,0,6,1.0,2.0,3.0,45.0,33,0,4,23,53,328,0,6,3.80666248977032
12320,28573063,4433036,0,2.0,6,8013,41.39846,2.17464,1,1,3,1.0,2.0,3.0,54.0,2,0,27,57,87,362,13,7,3.9889840465642745
2932,5854832,28289444,0,6.0,8,8019,41.41174,2.21478,1,1,2,1.0,1.0,1.0,28.0,4,0,0,4,34,300,1,7,3.332204510175204
3247,6773769,35463109,0,1.0,54,8005,41.40448,2.20022,1,1,2,1.0,1.0,1.0,50.0,1,0,0,0,0,0,0,8,3.912023005428146
124,276324,1443815,0,2.0,21,8012,41.40098,2.16085,1,0,4,1.0,2.0,4.0,106.0,5,0,1,6,36,311,15,6,4.663439094112067
1107,1406121,2439400,0,55.0,7,8025,41.40893,2.16928,1,0,8,2.0,4.0,5.0,108.0,2,0,1,5,14,189,19,6,4.68213122712422
1815,2896610,1254851,1,2.0,5,8037,41.39808,2.16584,1,0,5,1.0,1.0,3.0,155.0,1,0,1,4,10,248,79,7,5.043425116919247
16281,34785128,262290390,0,1.0,6,8009,41.39424,2.1693,1,0,2,1.0,1.0,1.0,120.0,30,0,20,20,20,74,0,8,4.787491742782046
224,472062,2337603,1,5.0,21,8012,41.39852,2.16159,24,0,4,1.0,2.0,3.0,175.0,3,0,8,22,52,327,11,7,5.1647859739235145
11536,26883897,5608910,0,5.0,6,8007,41.38716,2.16695,1,0,9,2.0,4.0,8.0,395.0,3,0,8,11,11,11,1,7,5.978885764901122
8793,21629213,157250994,0,58.0,52,8021,41.40077,2.1367,1,0,4,1.0,2.0,3.0,75.0,3,0,11,27,39,314,1,7,4.31748811353631
2124,3496538,6611013,1,2.0,63,8023,41.41013,2.14703,1,1,1,1.0,3.0,1.0,13.0,25,0,0,0,0,0,1,7,2.5649493574615367
17892,36219723,171236207,0,116.0,21,8012,41.40054,2.15551,1,0,9,2.0,3.0,5.0,94.0,1,0,2,8,19,78,0,8,4.543294782270004
14584,32707774,182406866,0,13.0,30,8011,41.38586,2.16291,1,0,6,2.0,3.0,6.0,100.0,32,0,9,9,9,210,0,8,4.605170185988092
15879,34393305,215412656,0,2.0,34,8024,41.41179,2.15928,1,0,2,1.0,1.0,2.0,55.0,32,0,8,38,68,222,0,8,4.007333185232471
14940,33219795,132665153,0,2.0,57,8014,41.36958,2.13099,1,1,2,1.0,3.0,1.0,38.0,2,0,0,0,0,221,5,6,3.6375861597263857
8973,21737217,51131608,0,43.0,54,8019,41.40938,2.20822,1,1,2,1.0,1.0,1.0,35.0,1,0,28,51,78,353,34,7,3.555348061489413
2807,5437314,7547875,0,1.0,6,8015,41.37616,2.153,1,0,5,1.0,3.0,4.0,70.0,3,0,5,9,12,240,8,7,4.248495242049359
2198,3702627,1275637,0,45.0,11,8026,41.40876,2.18577,1,0,6,1.0,2.0,4.0,100.0,3,0,1,5,15,94,39,6,4.605170185988092
4053,9469705,17590968,0,1.0,57,8014,41.37601,2.13645,1,0,6,2.0,3.0,4.0,152.0,2,0,6,28,58,333,38,7,5.0238805208462765
1217,1604347,674212,0,8.0,6,8007,41.38845,2.166,1,0,6,2.5,2.0,4.0,300.0,2,0,0,0,0,159,0,7,5.703782474656201
7704,19470717,136391073,0,3.0,57,8014,41.37499,2.14791,1,1,3,1.0,1.0,2.0,60.0,2,0,2,11,23,23,24,6,4.0943445622221
11557,26934998,202668449,0,1.0,61,8033,41.44758,2.18275,1,1,1,1.0,1.0,1.0,32.0,1,0,6,13,43,318,3,7,3.4657359027997265
15613,34131888,54310958,0,65.0,65,8008,41.39737,2.15916,1,0,2,1.0,1.0,1.0,999.0,2,0,10,29,59,144,2,7,6.906754778648554
726,984985,4507138,0,1.0,21,8012,41.40221,2.15353,1,0,2,1.0,1.0,1.0,43.0,3,0,6,16,26,270,40,6,3.7612001156935615
13274,30580384,2396640,1,4.0,26,8003,41.38026,2.19104,1,0,2,1.0,1.0,1.0,130.0,32,0,0,16,23,298,0,8,4.867534450455582
9173,22174416,5954956,0,5.0,16,8004,41.37348,2.16129,1,0,6,2.0,2.0,2.0,69.0,3,0,2,24,44,67,36,6,4.23410650459726
809,1071740,805226,1,1.0,57,8014,41.37237,2.13549,1,0,4,2.0,2.0,2.0,549.0,2,0,27,52,78,258,32,7,6.3080984415095305
13443,30952851,159934048,0,2.0,3,8012,41.38204,2.17245,1,0,4,1.0,1.0,3.0,300.0,1,0,16,40,60,233,0,8,5.703782474656201
16781,35297209,265748668,0,1.0,54,8005,41.40372,2.20349,24,1,1,1.0,1.0,1.0,50.0,1,0,21,51,74,203,1,7,3.912023005428146
15632,34139459,771458,0,15.0,25,8008,41.39211,2.1575,1,0,4,1.0,2.0,4.0,102.0,2,0,4,11,19,286,7,7,4.624972813284271
18397,36549852,148546410,0,2.0,65,8012,41.40045,2.15506,1,1,1,1.5,1.0,2.0,70.0,4,0,0,28,36,36,0,8,4.248495242049359
4908,12600920,67038599,0,2.0,57,8004,41.37309,2.1476,24,1,4,1.0,1.0,4.0,50.0,1,0,3,5,22,145,79,7,3.912023005428146
14533,32637687,10531070,0,43.0,6,8015,41.38411,2.15275,1,1,3,2.0,1.0,2.0,27.0,1,0,9,25,46,318,11,7,3.295836866004329
3178,6667516,5729069,0,25.0,54,8019,41.40417,2.20973,1,0,10,2.0,4.0,6.0,450.0,3,0,18,36,66,341,3,6,6.1092475827643655
16141,34663431,2108468,0,10.0,15,8002,41.38261,2.17479,1,0,5,2.0,2.0,3.0,90.0,32,0,13,43,73,73,0,8,4.499809670330265
3963,9038526,47171261,0,50.0,54,8005,41.39229,2.19887,1,0,6,1.0,2.0,6.0,170.0,3,0,6,28,43,314,19,7,5.135798437050262
16156,34679722,16879190,0,2.0,6,8015,41.37947,2.16051,1,1,1,1.0,1.0,1.0,30.0,2,0,3,21,51,326,2,7,3.4011973816621555
2672,5094104,8869344,0,4.0,57,8004,41.37383,2.16393,1,1,2,1.0,1.0,1.0,35.0,2,0,6,17,31,117,13,6,3.555348061489413
13240,30516930,47171261,0,50.0,30,8011,41.38427,2.15533,1,0,3,2.0,2.0,2.0,62.0,32,0,0,0,0,226,0,8,4.127134385045092
9430,22839673,168867586,0,1.0,44,8016,41.4353,2.17569,1,1,2,1.0,1.0,1.0,40.0,1,0,4,24,54,329,21,7,3.688879454113936
9420,22820576,168678203,0,11.0,16,8004,41.37356,2.16049,1,0,4,1.0,2.0,2.0,120.0,3,0,9,33,63,335,38,7,4.787491742782046
1765,2755738,13166069,1,1.0,6,8011,41.37903,2.16163,1,0,4,1.0,2.0,3.0,90.0,2,0,6,11,16,177,44,7,4.499809670330265
14936,33212737,250036779,1,4.0,6,8013,41.3948,2.17876,1,0,8,2.0,4.0,5.0,110.0,4,0,12,38,64,242,13,7,4.700480365792417
608,871899,4258344,0,4.0,65,8024,41.40454,2.16166,1,0,4,1.0,1.0,2.0,142.0,3,0,14,44,67,154,13,7,4.955827057601261
13100,30173241,226675514,0,1.0,25,8036,41.39271,2.14918,1,1,1,1.0,1.0,1.0,45.0,1,0,21,51,81,356,5,7,3.80666248977032
13479,31027522,189475334,1,2.0,19,8001,41.37666,2.16737,1,1,2,1.5,1.0,1.0,49.0,1,0,3,5,7,270,23,7,3.8918202981106265
14469,32558739,1310304,0,21.0,3,8001,41.37761,2.17278,1,0,2,1.0,1.0,1.0,43.0,32,0,0,0,0,26,0,8,3.7612001156935615
3218,6723293,32037490,0,77.0,17,8005,41.39732,2.20166,1,0,4,1.0,1.0,1.0,80.0,2,0,7,27,49,135,43,7,4.382026634673881
5739,14612203,299462,0,111.0,52,8006,41.39454,2.15086,1,0,7,2.0,4.0,5.0,220.0,4,0,11,33,53,53,34,7,5.393627546352362
8482,20885917,12171941,0,2.0,56,8003,41.38877,2.17997,1,0,4,1.0,2.0,3.0,45.0,32,0,22,52,82,357,0,7,3.80666248977032
2054,3374176,4064440,1,12.0,6,8011,41.38164,2.16033,24,0,3,1.0,1.0,2.0,200.0,3,0,6,10,17,252,33,7,5.298317366548036
11161,26113123,56347573,0,1.0,57,8014,41.37794,2.145,1,1,1,2.0,1.0,1.0,25.0,2,0,0,0,0,0,3,6,3.218875824868201
3165,6624295,17190390,1,1.0,10,8018,41.38726,2.18314,1,0,10,2.0,4.0,9.0,100.0,32,0,0,20,50,325,2,7,4.605170185988092
14615,32739604,235870562,0,5.0,3,8001,41.37839,2.16477,1,2,3,1.0,1.0,2.0,63.0,1,0,6,27,57,332,0,8,4.143134726391533
15980,34534180,193545031,0,1.0,54,8005,41.39607,2.19657,10,0,3,1.0,1.0,1.0,145.0,3,0,6,18,18,18,3,7,4.976733742420574
2542,4715106,24331607,1,3.0,57,8014,41.37611,2.13971,1,0,16,1.0,2.0,3.0,80.0,2,0,5,13,30,282,58,7,4.382026634673881
1658,2495446,12577265,1,1.0,6,8015,41.38041,2.15354,1,1,1,1.0,1.0,1.0,27.0,29,0,0,0,0,0,16,7,3.295836866004329
17705,36093880,271509351,0,0.0,6,8009,41.39104,2.17033,1,1,3,3.0,1.0,2.0,100.0,3,0,16,39,39,39,0,8,4.605170185988092
8072,19978181,4459553,0,206.0,6,8011,41.38257,2.16102,1,0,6,2.0,3.0,6.0,400.0,4,0,22,52,82,357,6,7,5.991464547107982
17696,36090548,256357783,0,10.0,6,8011,41.38544,2.1617,1,1,2,1.5,1.0,1.0,70.0,1,0,18,43,73,249,1,6,4.248495242049359
8647,21324655,154364739,0,1.0,8,8019,41.41557,2.21651,1,1,2,1.0,1.0,1.0,26.0,2,0,0,11,41,132,3,5,3.258096538021482
2711,5191939,6099660,0,49.0,57,8028,41.37745,2.13241,1,0,4,1.0,2.0,3.0,70.0,1,0,9,22,45,130,11,5,4.248495242049359
6318,16593337,23939670,0,8.0,54,8005,41.40448,2.20397,1,0,4,1.0,1.0,2.0,49.0,2,0,5,17,35,304,3,6,3.8918202981106265
7552,19186324,26165888,0,224.0,4,8019,41.40587,2.21503,1,0,8,2.0,4.0,5.0,850.0,2,0,29,59,89,179,0,8,6.745236349484363
4268,10172298,52226755,0,1.0,3,8001,41.38047,2.16599,21,0,4,1.5,1.0,2.0,65.0,30,0,0,0,5,95,2,7,4.174387269895637
17231,35713432,268622793,0,1.0,44,8031,41.43147,2.16685,1,2,4,1.0,1.0,1.0,20.0,30,0,11,41,71,71,0,8,2.995732273553991
6717,17476424,85686075,0,1.0,18,8023,41.40658,2.14479,3,1,2,1.0,1.0,1.0,45.0,1,0,5,16,46,46,0,8,3.80666248977032
423,684643,3297466,0,3.0,6,8029,41.38596,2.14481,1,1,1,1.0,1.0,1.0,19.0,31,0,11,17,40,315,0,8,2.9444389791664403
10975,25711336,193403574,0,1.0,3,8003,41.37969,2.1894,1,1,2,1.0,1.0,1.0,119.0,31,0,29,59,89,364,0,8,4.77912349311153
5318,13648795,79241476,0,1.0,44,8042,41.44288,2.16576,1,1,1,1.0,1.0,1.0,30.0,7,0,30,60,90,365,0,8,3.4011973816621555
8852,21705786,27746773,0,0.0,25,8029,41.38488,2.14536,1,1,1,1.0,1.0,1.0,45.0,1,0,27,57,87,87,0,8,3.80666248977032
17954,36250638,250245421,0,1.0,3,8002,41.38268,2.17531,1,0,3,1.0,1.0,1.0,120.0,1,0,6,17,30,298,2,7,4.787491742782046
9676,23211660,171236207,0,116.0,52,8021,41.40077,2.13891,1,0,4,1.0,2.0,3.0,75.0,1,0,11,27,39,314,0,7,4.31748811353631
2846,5536996,14374940,1,2.0,3,8001,41.38014,2.16852,1,1,2,1.0,1.0,1.0,35.0,2,0,10,13,13,112,40,7,3.555348061489413
4068,9537761,1986299,0,33.0,65,8006,41.39839,2.1579,1,0,4,1.0,1.0,3.0,79.0,1,0,4,11,19,87,5,7,4.3694478524670215
17340,35823195,269469520,0,0.0,16,8004,41.3731,2.1698,1,1,2,1.0,1.0,1.0,65.0,5,0,25,31,32,32,1,7,4.174387269895637
11579,26978043,9784103,0,32.0,57,8004,41.37382,2.16431,1,0,4,1.0,2.0,3.0,90.0,3,0,6,36,66,151,1,7,4.499809670330265
5246,13489559,11490027,0,1.0,21,8024,41.40634,2.16168,1,0,2,1.0,1.0,1.0,92.0,3,0,0,0,0,0,0,7,4.5217885770490405
1002,1266221,2489470,0,3.0,5,8007,41.39262,2.16747,3,1,2,1.0,1.0,1.0,40.0,3,0,10,29,59,334,22,6,3.688879454113936
4200,9941032,44833495,0,1.0,67,8013,41.3974,2.17953,1,0,7,2.0,4.0,5.0,350.0,3,0,0,0,0,5,18,7,5.857933154483459
2419,4354142,11936605,1,2.0,5,8007,41.38972,2.16624,1,0,4,1.0,1.0,2.0,60.0,32,0,13,25,39,314,3,7,4.0943445622221
16302,34808724,262428891,0,4.0,6,8002,41.38579,2.16108,1,1,2,1.5,1.0,1.0,60.0,2,0,11,41,71,161,6,6,4.0943445622221
3576,7729232,18038725,0,3.0,6,8013,41.39839,2.17372,1,0,6,1.0,2.0,4.0,212.0,5,0,19,49,79,354,14,7,5.356586274672012
6728,17495177,37308231,0,1.0,57,8004,41.3731,2.16592,1,1,1,1.0,1.0,1.0,40.0,30,0,29,59,89,89,0,7,3.688879454113936
3848,8601243,45262018,1,1.0,65,8006,41.39943,2.15247,1,0,6,2.0,3.0,3.0,156.0,5,0,6,12,12,20,9,7,5.049856007249537
962,1230464,3200533,0,3.0,6,8015,41.38231,2.15767,1,1,1,1.5,1.0,1.0,30.0,30,0,0,0,0,0,5,7,3.4011973816621555
9775,23358067,39997850,0,1.0,2,8032,41.42258,2.15762,1,1,2,1.0,1.0,1.0,32.0,5,0,0,0,0,0,9,7,3.4657359027997265
13365,30786326,6422513,0,2.0,3,8002,41.38056,2.18022,1,0,4,1.0,2.0,2.0,40.0,40,0,0,0,0,69,0,8,3.688879454113936
10401,24465403,172462374,1,12.0,19,8001,41.38053,2.17385,24,0,2,1.0,1.0,2.0,62.0,32,0,9,39,69,344,3,7,4.127134385045092
14983,33307693,250878894,1,1.0,15,8002,41.38397,2.17236,1,1,1,1.0,1.0,1.0,45.0,2,0,22,52,75,265,5,7,3.80666248977032
14507,32602266,50683370,0,5.0,3,8002,41.3837,2.17627,1,1,2,1.0,1.0,1.0,45.0,1,0,18,42,72,226,16,7,3.80666248977032
4889,12541719,67921501,0,17.0,6,8013,41.39817,2.18216,1,0,4,2.0,3.0,3.0,90.0,32,0,0,0,0,194,0,8,4.499809670330265
12426,28937840,114548643,0,1.0,26,8003,41.38191,2.18795,1,0,4,1.5,2.0,2.0,48.0,90,0,0,0,0,82,0,8,3.871201010907891
758,1016104,2201772,1,11.0,25,8036,41.38721,2.15051,1,0,10,2.0,4.0,6.0,450.0,2,0,27,57,85,360,1,7,6.1092475827643655
5315,13647725,4278589,0,1.0,3,8003,41.37993,2.18914,1,0,4,1.0,1.0,1.0,51.0,32,0,4,25,25,267,7,7,3.9318256327243257
2285,3864869,19950109,0,1.0,15,8002,41.38612,2.1735,1,0,4,1.0,2.0,3.0,100.0,4,0,3,12,22,37,41,7,4.605170185988092
16939,35453771,202654862,0,17.0,39,8005,41.38835,2.19509,1,0,6,2.0,2.0,3.0,105.0,60,0,29,59,89,364,0,8,4.653960350157523
16732,35237112,237756057,0,1.0,54,8019,41.41196,2.21615,1,0,4,1.0,3.0,3.0,105.0,4,0,3,26,49,49,3,7,4.653960350157523
4829,12338601,66599852,1,1.0,3,8003,41.38634,2.17894,1,1,2,1.0,1.0,1.0,50.0,30,0,0,0,16,45,42,7,3.912023005428146
8381,20651405,147682764,0,1.0,15,8002,41.38092,2.18102,1,0,5,1.0,3.0,3.0,120.0,3,0,2,5,11,246,36,6,4.787491742782046
808,1071608,2603961,0,6.0,6,8015,41.37866,2.1518,1,1,1,2.0,1.0,1.0,18.0,1,0,3,10,22,296,71,6,2.8903717578961645
3908,8806793,10677016,0,2.0,3,8003,41.37719,2.18864,1,1,1,1.0,1.0,1.0,19.0,7,0,0,0,0,0,0,8,2.9444389791664403
12754,29586698,102890711,0,1.0,6,8013,41.40069,2.17516,1,0,4,1.0,2.0,3.0,45.0,4,0,3,11,20,264,17,7,3.80666248977032
7026,18232129,26828317,0,29.0,57,8014,41.37468,2.14813,24,0,7,2.0,3.0,6.0,180.0,2,0,3,7,12,79,26,7,5.19295685089021
1957,3215566,491007,0,16.0,6,8011,41.38671,2.1591,1,0,5,1.0,2.0,5.0,174.0,1,0,0,0,0,0,8,7,5.159055299214529
10640,25022606,15253012,0,1.0,24,8041,41.41692,2.17608,1,1,2,1.0,1.0,1.0,30.0,2,0,2,6,26,26,33,6,3.4011973816621555
9346,22629847,160690738,1,5.0,19,8001,41.38195,2.16869,1,1,2,1.5,1.0,1.0,75.0,2,0,1,8,29,102,72,7,4.31748811353631
12232,28294912,92024297,0,2.0,3,8001,41.37809,2.16677,1,1,2,1.0,2.0,1.0,34.0,5,0,2,6,8,260,9,7,3.5263605246161616
11407,26626693,200157847,1,1.0,21,8037,41.40102,2.16254,1,1,1,1.0,1.0,1.0,60.0,3,0,22,40,70,70,12,7,4.0943445622221
14259,32312223,238286069,0,4.0,3,8003,41.38756,2.1757,1,1,2,1.0,1.0,1.0,100.0,1,0,29,59,89,89,0,8,4.605170185988092
16680,35187558,17250819,0,1.0,25,8036,41.38672,2.15242,1,1,2,1.0,1.0,1.0,90.0,3,0,20,20,20,20,0,8,4.499809670330265
2403,4310497,10231574,1,3.0,30,8015,41.38183,2.14846,1,0,6,2.0,2.0,4.0,140.0,2,0,4,29,47,315,13,7,4.941642422609304
15021,33358381,23377306,0,15.0,30,8011,41.38323,2.15746,1,0,6,2.0,3.0,6.0,80.0,32,0,12,35,35,35,0,8,4.382026634673881
1074,1346626,7305607,1,1.0,24,8025,41.41206,2.17018,1,1,1,1.0,1.0,1.0,50.0,3,0,14,30,34,309,12,7,3.912023005428146
15276,33732341,2041901,0,17.0,24,8024,41.41707,2.1597,1,0,6,1.0,3.0,4.0,89.0,3,0,5,8,8,8,8,7,4.48863636973214
12435,28959695,217922575,1,3.0,19,8001,41.38284,2.17104,1,1,2,1.0,1.0,1.0,34.0,1,0,7,30,60,84,56,7,3.5263605246161616
6526,17151552,114338664,0,20.0,32,8013,41.40157,2.17993,1,0,2,1.0,1.0,1.0,118.0,4,0,16,46,76,351,28,7,4.770684624465665
